l8, 10083.5, 10531.3, 29.3592
l8, 10531.3, 11747, 22.5655
l8, 11747, 12141.6, 30.6583
l8, 12141.6, 12167.7, 23.5898
l8, 12167.7, 12253.3, 32.0777
l8, 12253.3, 12535.4, 32.9494
l8, 12535.4, 12570.1, 33.8698
l8, 12570.1, 12842.2, 34.8432
l8, 12842.2, 12888.3, 35.8741
l8, 12888.3, 12971.4, 36.9678
l8, 12971.4, 13057.4, 38.1304
l8, 13057.4, 13226.1, 39.3684
l8, 13226.1, 13243, 40.6896
l8, 13243, 13388.4, 42.1024
l8, 13388.4, 13418.9, 43.617
l8, 13418.9, 13454.9, 79.1774
l8, 13454.9, 14601.6, 33.9329
l8, 14601.6, 14627.4, 36.3034
l8, 14627.4, 14843.1, 37.4239
l8, 14843.1, 15043.8, 38.6158
l8, 15043.8, 15056.2, 39.8862
l8, 15056.2, 15083.5, 41.2429
l8, 15083.5, 15108.2, 42.6952
l8, 15108.2, 15147.2, 44.2533
l8, 15147.2, 15208.2, 45.9297
l8, 15208.2, 15218.7, 47.7381
l8, 15218.7, 15226.1, 49.6852
l8, 15226.1, 15264.9, 51.8181
l8, 15264.9, 15325.2, 54.1211
l8, 15325.2, 15355.9, 56.6497
l8, 15355.9, 15363.9, 59.4376
l8, 15363.9, 15386.3, 62.5012
l8, 15386.3, 15400.2, 65.8857
l8, 15400.2, 15406, 69.6847
l8, 15406, 15410.7, 73.9338
l8, 15410.7, 15416, 62.9877
l8, 15416, 15428.9, 83.0493
l8, 15428.9, 15446.4, 267.451
l8, 15446.4, 15452, 178.312
l8, 15452, 15454.6, 89.156
l8, 15454.6, 15457.2, 205.897
l8, 15457.2, 15778.7, 91.5094
l8, 15778.7, 15890.7, 110.227
l8, 15890.7, 15907.6, 121.25
l8, 15907.6, 15933.3, 134.722
l8, 15933.3, 15983.2, 151.563
l8, 15983.2, 15990.4, 173.214
l8, 15990.4, 16000.7, 202.083
l8, 16000.7, 16003.9, 242.5
l8, 16003.9, 16004.8, 303.125
